SGR;signallingState;RD5
time;value;status
2019-07-11 12:09:36.000+0200;15;Rot/Gelb
2019-07-11 12:09:37.000+0200;48;Grün
2019-07-11 12:10:18.000+0200;12;Gelb
2019-07-11 12:10:20.000+0200;3;Rot
2019-07-11 12:11:04.000+0200;15;Rot/Gelb
2019-07-11 12:11:05.000+0200;48;Grün
2019-07-11 12:11:56.000+0200;12;Gelb
2019-07-11 12:11:58.000+0200;3;Rot
2019-07-11 12:12:36.000+0200;15;Rot/Gelb
2019-07-11 12:12:37.000+0200;48;Grün
2019-07-11 12:13:26.000+0200;12;Gelb
2019-07-11 12:13:28.000+0200;3;Rot
2019-07-11 12:14:06.000+0200;15;Rot/Gelb
2019-07-11 12:14:07.000+0200;48;Grün
2019-07-11 12:14:48.000+0200;12;Gelb
2019-07-11 12:14:50.000+0200;3;Rot
2019-07-11 12:15:34.000+0200;15;Rot/Gelb
2019-07-11 12:15:35.000+0200;48;Grün
2019-07-11 12:16:13.000+0200;12;Gelb
2019-07-11 12:16:15.000+0200;3;Rot
2019-07-11 12:16:58.000+0200;15;Rot/Gelb
2019-07-11 12:16:59.000+0200;48;Grün
2019-07-11 12:17:56.000+0200;12;Gelb
2019-07-11 12:17:58.000+0200;3;Rot
2019-07-11 12:18:36.000+0200;15;Rot/Gelb
2019-07-11 12:18:37.000+0200;48;Grün
2019-07-11 12:19:23.000+0200;12;Gelb
2019-07-11 12:19:25.000+0200;3;Rot
2019-07-11 12:20:05.000+0200;15;Rot/Gelb
2019-07-11 12:20:06.000+0200;48;Grün
2019-07-11 12:20:48.000+0200;12;Gelb
2019-07-11 12:20:50.000+0200;3;Rot
2019-07-11 12:21:33.000+0200;15;Rot/Gelb
2019-07-11 12:21:34.000+0200;48;Grün
2019-07-11 12:22:26.000+0200;12;Gelb
2019-07-11 12:22:28.000+0200;3;Rot
2019-07-11 12:23:06.000+0200;15;Rot/Gelb
2019-07-11 12:23:07.000+0200;48;Grün
2019-07-11 12:23:56.000+0200;12;Gelb
2019-07-11 12:23:58.000+0200;3;Rot
2019-07-11 12:24:36.000+0200;15;Rot/Gelb
2019-07-11 12:24:37.000+0200;48;Grün
2019-07-11 12:25:21.000+0200;12;Gelb
2019-07-11 12:25:23.000+0200;3;Rot
2019-07-11 12:26:05.000+0200;15;Rot/Gelb
2019-07-11 12:26:06.000+0200;48;Grün
2019-07-11 12:26:56.000+0200;12;Gelb
2019-07-11 12:26:58.000+0200;3;Rot
2019-07-11 12:27:36.000+0200;15;Rot/Gelb
2019-07-11 12:27:37.000+0200;48;Grün
2019-07-11 12:28:26.000+0200;12;Gelb
2019-07-11 12:28:28.000+0200;3;Rot
2019-07-11 12:29:06.000+0200;15;Rot/Gelb
2019-07-11 12:29:07.000+0200;48;Grün
2019-07-11 12:29:56.000+0200;12;Gelb
2019-07-11 12:29:58.000+0200;3;Rot
2019-07-11 12:30:36.000+0200;15;Rot/Gelb
2019-07-11 12:30:37.000+0200;48;Grün
2019-07-11 12:31:13.000+0200;12;Gelb
2019-07-11 12:31:15.000+0200;3;Rot
2019-07-11 12:32:06.000+0200;15;Rot/Gelb
2019-07-11 12:32:07.000+0200;48;Grün
2019-07-11 12:32:56.000+0200;12;Gelb
2019-07-11 12:32:58.000+0200;3;Rot
2019-07-11 12:33:36.000+0200;15;Rot/Gelb
2019-07-11 12:33:37.000+0200;48;Grün
2019-07-11 12:34:19.000+0200;12;Gelb
2019-07-11 12:34:21.000+0200;3;Rot
2019-07-11 12:34:59.000+0200;15;Rot/Gelb
2019-07-11 12:35:00.000+0200;48;Grün
2019-07-11 12:35:43.000+0200;12;Gelb
2019-07-11 12:35:45.000+0200;3;Rot
2019-07-11 12:36:31.000+0200;15;Rot/Gelb
2019-07-11 12:36:32.000+0200;48;Grün
2019-07-11 12:37:18.000+0200;12;Gelb
2019-07-11 12:37:20.000+0200;3;Rot
2019-07-11 12:38:06.000+0200;15;Rot/Gelb
2019-07-11 12:38:07.000+0200;48;Grün
2019-07-11 12:38:56.000+0200;12;Gelb
2019-07-11 12:38:58.000+0200;3;Rot
2019-07-11 12:39:36.000+0200;15;Rot/Gelb
2019-07-11 12:39:37.000+0200;48;Grün
2019-07-11 12:40:26.000+0200;12;Gelb
2019-07-11 12:40:28.000+0200;3;Rot
2019-07-11 12:41:06.000+0200;15;Rot/Gelb
2019-07-11 12:41:07.000+0200;48;Grün
2019-07-11 12:41:56.000+0200;12;Gelb
2019-07-11 12:41:58.000+0200;3;Rot
2019-07-11 12:42:36.000+0200;15;Rot/Gelb
2019-07-11 12:42:37.000+0200;48;Grün
2019-07-11 12:43:27.000+0200;12;Gelb
2019-07-11 12:43:29.000+0200;3;Rot
2019-07-11 12:44:07.000+0200;15;Rot/Gelb
2019-07-11 12:44:08.000+0200;48;Grün
2019-07-11 12:44:55.000+0200;12;Gelb
2019-07-11 12:44:57.000+0200;3;Rot
2019-07-11 12:45:36.000+0200;15;Rot/Gelb
2019-07-11 12:45:37.000+0200;48;Grün
2019-07-11 12:46:26.000+0200;12;Gelb
2019-07-11 12:46:28.000+0200;3;Rot
2019-07-11 12:47:06.000+0200;15;Rot/Gelb
2019-07-11 12:47:07.000+0200;48;Grün
2019-07-11 12:47:56.000+0200;12;Gelb
2019-07-11 12:47:58.000+0200;3;Rot
2019-07-11 12:48:36.000+0200;15;Rot/Gelb
2019-07-11 12:48:37.000+0200;48;Grün
2019-07-11 12:49:26.000+0200;12;Gelb
2019-07-11 12:49:28.000+0200;3;Rot
2019-07-11 12:50:06.000+0200;15;Rot/Gelb
2019-07-11 12:50:07.000+0200;48;Grün
2019-07-11 12:50:49.000+0200;12;Gelb
2019-07-11 12:50:51.000+0200;3;Rot
2019-07-11 12:51:36.000+0200;15;Rot/Gelb
2019-07-11 12:51:37.000+0200;48;Grün
2019-07-11 12:52:26.000+0200;12;Gelb
2019-07-11 12:52:28.000+0200;3;Rot
2019-07-11 12:53:06.000+0200;15;Rot/Gelb
2019-07-11 12:53:07.000+0200;48;Grün
2019-07-11 12:53:56.000+0200;12;Gelb
2019-07-11 12:53:58.000+0200;3;Rot
2019-07-11 12:54:36.000+0200;15;Rot/Gelb
2019-07-11 12:54:37.000+0200;48;Grün
2019-07-11 12:55:13.000+0200;12;Gelb
2019-07-11 12:55:15.000+0200;3;Rot
2019-07-11 12:56:06.000+0200;15;Rot/Gelb
2019-07-11 12:56:07.000+0200;48;Grün
2019-07-11 12:56:53.000+0200;12;Gelb
2019-07-11 12:56:55.000+0200;3;Rot
2019-07-11 12:57:36.000+0200;15;Rot/Gelb
2019-07-11 12:57:37.000+0200;48;Grün
2019-07-11 12:58:23.000+0200;12;Gelb
2019-07-11 12:58:25.000+0200;3;Rot
2019-07-11 12:59:06.000+0200;15;Rot/Gelb
2019-07-11 12:59:07.000+0200;48;Grün
2019-07-11 12:59:55.000+0200;12;Gelb
2019-07-11 12:59:57.000+0200;3;Rot
2019-07-11 13:00:36.000+0200;15;Rot/Gelb
2019-07-11 13:00:37.000+0200;48;Grün
2019-07-11 13:01:22.000+0200;12;Gelb
2019-07-11 13:01:24.000+0200;3;Rot
2019-07-11 13:02:06.000+0200;15;Rot/Gelb
2019-07-11 13:02:07.000+0200;48;Grün
2019-07-11 13:02:56.000+0200;12;Gelb
2019-07-11 13:02:58.000+0200;3;Rot
2019-07-11 13:03:36.000+0200;15;Rot/Gelb
2019-07-11 13:03:37.000+0200;48;Grün
2019-07-11 13:04:26.000+0200;12;Gelb
2019-07-11 13:04:28.000+0200;3;Rot
2019-07-11 13:05:06.000+0200;15;Rot/Gelb
2019-07-11 13:05:07.000+0200;48;Grün
2019-07-11 13:05:56.000+0200;12;Gelb
2019-07-11 13:05:58.000+0200;3;Rot
2019-07-11 13:06:36.000+0200;15;Rot/Gelb
2019-07-11 13:06:37.000+0200;48;Grün
2019-07-11 13:07:25.000+0200;12;Gelb
2019-07-11 13:07:27.000+0200;3;Rot
2019-07-11 13:08:06.000+0200;15;Rot/Gelb
2019-07-11 13:08:07.000+0200;48;Grün
2019-07-11 13:08:48.000+0200;12;Gelb
2019-07-11 13:08:50.000+0200;3;Rot
2019-07-11 13:09:36.000+0200;15;Rot/Gelb
2019-07-11 13:09:37.000+0200;48;Grün
2019-07-11 13:10:21.000+0200;12;Gelb
2019-07-11 13:10:23.000+0200;3;Rot
2019-07-11 13:11:06.000+0200;15;Rot/Gelb
2019-07-11 13:11:07.000+0200;48;Grün
2019-07-11 13:11:56.000+0200;12;Gelb
2019-07-11 13:11:58.000+0200;3;Rot
2019-07-11 13:12:36.000+0200;15;Rot/Gelb
2019-07-11 13:12:37.000+0200;48;Grün
2019-07-11 13:13:21.000+0200;12;Gelb
2019-07-11 13:13:23.000+0200;3;Rot
2019-07-11 13:14:01.000+0200;15;Rot/Gelb
2019-07-11 13:14:02.000+0200;48;Grün
2019-07-11 13:14:50.000+0200;12;Gelb
2019-07-11 13:14:52.000+0200;3;Rot
2019-07-11 13:15:30.000+0200;15;Rot/Gelb
2019-07-11 13:15:31.000+0200;48;Grün
2019-07-11 13:16:20.000+0200;12;Gelb
2019-07-11 13:16:22.000+0200;3;Rot
2019-07-11 13:17:05.000+0200;15;Rot/Gelb
2019-07-11 13:17:06.000+0200;48;Grün
2019-07-11 13:17:56.000+0200;12;Gelb
2019-07-11 13:17:58.000+0200;3;Rot
2019-07-11 13:18:42.000+0200;15;Rot/Gelb
2019-07-11 13:18:43.000+0200;48;Grün
2019-07-11 13:19:26.000+0200;12;Gelb
2019-07-11 13:19:28.000+0200;3;Rot
2019-07-11 13:20:06.000+0200;15;Rot/Gelb
2019-07-11 13:20:07.000+0200;48;Grün
2019-07-11 13:20:50.000+0200;12;Gelb
2019-07-11 13:20:52.000+0200;3;Rot
2019-07-11 13:21:36.000+0200;15;Rot/Gelb
2019-07-11 13:21:37.000+0200;48;Grün
2019-07-11 13:22:18.000+0200;12;Gelb
2019-07-11 13:22:20.000+0200;3;Rot
2019-07-11 13:22:58.000+0200;15;Rot/Gelb
2019-07-11 13:22:59.000+0200;48;Grün
2019-07-11 13:23:56.000+0200;12;Gelb
2019-07-11 13:23:58.000+0200;3;Rot
2019-07-11 13:24:36.000+0200;15;Rot/Gelb
2019-07-11 13:24:37.000+0200;48;Grün
2019-07-11 13:25:26.000+0200;12;Gelb
2019-07-11 13:25:28.000+0200;3;Rot
2019-07-11 13:26:06.000+0200;15;Rot/Gelb
2019-07-11 13:26:07.000+0200;48;Grün
2019-07-11 13:26:56.000+0200;12;Gelb
2019-07-11 13:26:58.000+0200;3;Rot
2019-07-11 13:27:36.000+0200;15;Rot/Gelb
2019-07-11 13:27:37.000+0200;48;Grün
2019-07-11 13:28:18.000+0200;12;Gelb
2019-07-11 13:28:20.000+0200;3;Rot
2019-07-11 13:29:06.000+0200;15;Rot/Gelb
2019-07-11 13:29:07.000+0200;48;Grün
2019-07-11 13:29:54.000+0200;12;Gelb
2019-07-11 13:29:56.000+0200;3;Rot
2019-07-11 13:30:36.000+0200;15;Rot/Gelb
2019-07-11 13:30:37.000+0200;48;Grün
2019-07-11 13:31:26.000+0200;12;Gelb
2019-07-11 13:31:28.000+0200;3;Rot
2019-07-11 13:32:06.000+0200;15;Rot/Gelb
2019-07-11 13:32:07.000+0200;48;Grün
2019-07-11 13:32:56.000+0200;12;Gelb
2019-07-11 13:32:58.000+0200;3;Rot
2019-07-11 13:33:36.000+0200;15;Rot/Gelb
2019-07-11 13:33:37.000+0200;48;Grün
2019-07-11 13:34:20.000+0200;12;Gelb
2019-07-11 13:34:22.000+0200;3;Rot
2019-07-11 13:35:06.000+0200;15;Rot/Gelb
2019-07-11 13:35:07.000+0200;48;Grün
2019-07-11 13:35:56.000+0200;12;Gelb
2019-07-11 13:35:58.000+0200;3;Rot
2019-07-11 13:36:36.000+0200;15;Rot/Gelb
2019-07-11 13:36:37.000+0200;48;Grün
2019-07-11 13:37:18.000+0200;12;Gelb
2019-07-11 13:37:20.000+0200;3;Rot
2019-07-11 13:38:06.000+0200;15;Rot/Gelb
2019-07-11 13:38:07.000+0200;48;Grün
2019-07-11 13:38:48.000+0200;12;Gelb
2019-07-11 13:38:50.000+0200;3;Rot
2019-07-11 13:39:28.000+0200;15;Rot/Gelb
2019-07-11 13:39:29.000+0200;48;Grün
2019-07-11 13:40:19.000+0200;12;Gelb
2019-07-11 13:40:21.000+0200;3;Rot
2019-07-11 13:41:06.000+0200;15;Rot/Gelb
2019-07-11 13:41:07.000+0200;48;Grün
2019-07-11 13:41:51.000+0200;12;Gelb
2019-07-11 13:41:53.000+0200;3;Rot
2019-07-11 13:42:35.000+0200;15;Rot/Gelb
2019-07-11 13:42:36.000+0200;48;Grün
2019-07-11 13:43:26.000+0200;12;Gelb
2019-07-11 13:43:28.000+0200;3;Rot
2019-07-11 13:44:06.000+0200;15;Rot/Gelb
2019-07-11 13:44:07.000+0200;48;Grün
2019-07-11 13:44:56.000+0200;12;Gelb
2019-07-11 13:44:58.000+0200;3;Rot
2019-07-11 13:45:36.000+0200;15;Rot/Gelb
2019-07-11 13:45:37.000+0200;48;Grün
2019-07-11 13:46:26.000+0200;12;Gelb
2019-07-11 13:46:28.000+0200;3;Rot
2019-07-11 13:47:06.000+0200;15;Rot/Gelb
2019-07-11 13:47:07.000+0200;48;Grün
2019-07-11 13:47:56.000+0200;12;Gelb
2019-07-11 13:47:58.000+0200;3;Rot
2019-07-11 13:48:36.000+0200;15;Rot/Gelb
2019-07-11 13:48:37.000+0200;48;Grün
2019-07-11 13:49:20.000+0200;12;Gelb
2019-07-11 13:49:22.000+0200;3;Rot
2019-07-11 13:50:06.000+0200;15;Rot/Gelb
2019-07-11 13:50:07.000+0200;48;Grün
2019-07-11 13:50:56.000+0200;12;Gelb
2019-07-11 13:50:58.000+0200;3;Rot
2019-07-11 13:51:36.000+0200;15;Rot/Gelb
2019-07-11 13:51:37.000+0200;48;Grün
2019-07-11 13:52:26.000+0200;12;Gelb
2019-07-11 13:52:28.000+0200;3;Rot
2019-07-11 13:53:06.000+0200;15;Rot/Gelb
2019-07-11 13:53:07.000+0200;48;Grün
2019-07-11 13:53:56.000+0200;12;Gelb
2019-07-11 13:53:58.000+0200;3;Rot
2019-07-11 13:54:36.000+0200;15;Rot/Gelb
2019-07-11 13:54:37.000+0200;48;Grün
2019-07-11 13:55:26.000+0200;12;Gelb
2019-07-11 13:55:28.000+0200;3;Rot
2019-07-11 13:56:06.000+0200;15;Rot/Gelb
2019-07-11 13:56:07.000+0200;48;Grün
2019-07-11 13:56:56.000+0200;12;Gelb
2019-07-11 13:56:58.000+0200;3;Rot
2019-07-11 13:57:36.000+0200;15;Rot/Gelb
2019-07-11 13:57:37.000+0200;48;Grün
2019-07-11 13:58:26.000+0200;12;Gelb
2019-07-11 13:58:28.000+0200;3;Rot
2019-07-11 13:59:06.000+0200;15;Rot/Gelb
2019-07-11 13:59:07.000+0200;48;Grün
2019-07-11 13:59:48.000+0200;12;Gelb
2019-07-11 13:59:50.000+0200;3;Rot
2019-07-11 14:00:36.000+0200;15;Rot/Gelb
2019-07-11 14:00:37.000+0200;48;Grün
2019-07-11 14:01:26.000+0200;12;Gelb
2019-07-11 14:01:28.000+0200;3;Rot
2019-07-11 14:02:06.000+0200;15;Rot/Gelb
2019-07-11 14:02:07.000+0200;48;Grün
2019-07-11 14:02:59.000+0200;12;Gelb
2019-07-11 14:03:01.000+0200;3;Rot
2019-07-11 14:03:39.000+0200;15;Rot/Gelb
2019-07-11 14:03:40.000+0200;48;Grün
2019-07-11 14:04:21.000+0200;12;Gelb
2019-07-11 14:04:23.000+0200;3;Rot
2019-07-11 14:05:06.000+0200;15;Rot/Gelb
2019-07-11 14:05:07.000+0200;48;Grün
2019-07-11 14:05:56.000+0200;12;Gelb
2019-07-11 14:05:58.000+0200;3;Rot
2019-07-11 14:06:36.000+0200;15;Rot/Gelb
2019-07-11 14:06:37.000+0200;48;Grün
2019-07-11 14:07:26.000+0200;12;Gelb
2019-07-11 14:07:28.000+0200;3;Rot
2019-07-11 14:08:06.000+0200;15;Rot/Gelb
2019-07-11 14:08:07.000+0200;48;Grün
2019-07-11 14:08:56.000+0200;12;Gelb
2019-07-11 14:08:58.000+0200;3;Rot
2019-07-11 14:09:36.000+0200;15;Rot/Gelb
2019-07-11 14:09:37.000+0200;48;Grün
2019-07-11 14:10:26.000+0200;12;Gelb
2019-07-11 14:10:28.000+0200;3;Rot
2019-07-11 14:11:06.000+0200;15;Rot/Gelb
2019-07-11 14:11:07.000+0200;48;Grün
2019-07-11 14:11:56.000+0200;12;Gelb
2019-07-11 14:11:58.000+0200;3;Rot
2019-07-11 14:12:36.000+0200;15;Rot/Gelb
2019-07-11 14:12:37.000+0200;48;Grün
2019-07-11 14:13:26.000+0200;12;Gelb
2019-07-11 14:13:28.000+0200;3;Rot
2019-07-11 14:14:06.000+0200;15;Rot/Gelb
2019-07-11 14:14:07.000+0200;48;Grün
2019-07-11 14:14:55.000+0200;12;Gelb
2019-07-11 14:14:57.000+0200;3;Rot
2019-07-11 14:15:36.000+0200;15;Rot/Gelb
2019-07-11 14:15:37.000+0200;48;Grün
2019-07-11 14:16:26.000+0200;12;Gelb
2019-07-11 14:16:28.000+0200;3;Rot
2019-07-11 14:17:06.000+0200;15;Rot/Gelb
2019-07-11 14:17:07.000+0200;48;Grün
2019-07-11 14:17:48.000+0200;12;Gelb
2019-07-11 14:17:50.000+0200;3;Rot
2019-07-11 14:18:28.000+0200;15;Rot/Gelb
2019-07-11 14:18:29.000+0200;48;Grün
2019-07-11 14:19:26.000+0200;12;Gelb
2019-07-11 14:19:28.000+0200;3;Rot
2019-07-11 14:20:06.000+0200;15;Rot/Gelb
2019-07-11 14:20:07.000+0200;48;Grün
2019-07-11 14:20:48.000+0200;12;Gelb
2019-07-11 14:20:50.000+0200;3;Rot
2019-07-11 14:21:35.000+0200;15;Rot/Gelb
2019-07-11 14:21:36.000+0200;48;Grün
2019-07-11 14:22:18.000+0200;12;Gelb
2019-07-11 14:22:20.000+0200;3;Rot
2019-07-11 14:23:06.000+0200;15;Rot/Gelb
2019-07-11 14:23:07.000+0200;48;Grün
2019-07-11 14:23:56.000+0200;12;Gelb
2019-07-11 14:23:58.000+0200;3;Rot
2019-07-11 14:24:36.000+0200;15;Rot/Gelb
2019-07-11 14:24:37.000+0200;48;Grün
2019-07-11 14:25:20.000+0200;12;Gelb
2019-07-11 14:25:22.000+0200;3;Rot
2019-07-11 14:26:06.000+0200;15;Rot/Gelb
2019-07-11 14:26:07.000+0200;48;Grün
2019-07-11 14:26:56.000+0200;12;Gelb
2019-07-11 14:26:58.000+0200;3;Rot
2019-07-11 14:27:36.000+0200;15;Rot/Gelb
2019-07-11 14:27:37.000+0200;48;Grün
2019-07-11 14:28:20.000+0200;12;Gelb
2019-07-11 14:28:22.000+0200;3;Rot
2019-07-11 14:29:02.000+0200;15;Rot/Gelb
2019-07-11 14:29:03.000+0200;48;Grün
2019-07-11 14:29:56.000+0200;12;Gelb
2019-07-11 14:29:58.000+0200;3;Rot
2019-07-11 14:30:36.000+0200;15;Rot/Gelb
2019-07-11 14:30:37.000+0200;48;Grün
2019-07-11 14:31:26.000+0200;12;Gelb
2019-07-11 14:31:28.000+0200;3;Rot
2019-07-11 14:32:06.000+0200;15;Rot/Gelb
2019-07-11 14:32:07.000+0200;48;Grün
2019-07-11 14:32:56.000+0200;12;Gelb
2019-07-11 14:32:58.000+0200;3;Rot
2019-07-11 14:33:36.000+0200;15;Rot/Gelb
2019-07-11 14:33:37.000+0200;48;Grün
2019-07-11 14:34:26.000+0200;12;Gelb
2019-07-11 14:34:28.000+0200;3;Rot
2019-07-11 14:35:06.000+0200;15;Rot/Gelb
2019-07-11 14:35:07.000+0200;48;Grün
2019-07-11 14:35:56.000+0200;12;Gelb
2019-07-11 14:35:58.000+0200;3;Rot
2019-07-11 14:36:36.000+0200;15;Rot/Gelb
2019-07-11 14:36:37.000+0200;48;Grün
2019-07-11 14:37:19.000+0200;12;Gelb
2019-07-11 14:37:21.000+0200;3;Rot
2019-07-11 14:38:04.000+0200;15;Rot/Gelb
2019-07-11 14:38:05.000+0200;48;Grün
2019-07-11 14:38:43.000+0200;12;Gelb
2019-07-11 14:38:45.000+0200;3;Rot
2019-07-11 14:39:23.000+0200;15;Rot/Gelb
2019-07-11 14:39:24.000+0200;48;Grün
2019-07-11 14:40:26.000+0200;12;Gelb
2019-07-11 14:40:28.000+0200;3;Rot
2019-07-11 14:41:06.000+0200;15;Rot/Gelb
2019-07-11 14:41:07.000+0200;48;Grün
2019-07-11 14:41:56.000+0200;12;Gelb
2019-07-11 14:41:58.000+0200;3;Rot
2019-07-11 14:42:36.000+0200;15;Rot/Gelb
2019-07-11 14:42:37.000+0200;48;Grün
2019-07-11 14:43:27.000+0200;12;Gelb
2019-07-11 14:43:29.000+0200;3;Rot
2019-07-11 14:44:07.000+0200;15;Rot/Gelb
2019-07-11 14:44:08.000+0200;48;Grün
2019-07-11 14:44:50.000+0200;12;Gelb
2019-07-11 14:44:52.000+0200;3;Rot
2019-07-11 14:45:30.000+0200;15;Rot/Gelb
2019-07-11 14:45:31.000+0200;48;Grün
2019-07-11 14:46:26.000+0200;12;Gelb
2019-07-11 14:46:28.000+0200;3;Rot
2019-07-11 14:47:06.000+0200;15;Rot/Gelb
2019-07-11 14:47:07.000+0200;48;Grün
2019-07-11 14:47:56.000+0200;12;Gelb
2019-07-11 14:47:58.000+0200;3;Rot
2019-07-11 14:48:36.000+0200;15;Rot/Gelb
2019-07-11 14:48:37.000+0200;48;Grün
2019-07-11 14:49:18.000+0200;12;Gelb
2019-07-11 14:49:20.000+0200;3;Rot
2019-07-11 14:50:06.000+0200;15;Rot/Gelb
2019-07-11 14:50:07.000+0200;48;Grün
2019-07-11 14:50:48.000+0200;12;Gelb
2019-07-11 14:50:50.000+0200;3;Rot
2019-07-11 14:51:28.000+0200;15;Rot/Gelb
2019-07-11 14:51:29.000+0200;48;Grün
2019-07-11 14:52:26.000+0200;12;Gelb
2019-07-11 14:52:28.000+0200;3;Rot
2019-07-11 14:53:06.000+0200;15;Rot/Gelb
2019-07-11 14:53:07.000+0200;48;Grün
2019-07-11 14:53:53.000+0200;12;Gelb
2019-07-11 14:53:55.000+0200;3;Rot
2019-07-11 14:54:45.000+0200;15;Rot/Gelb
2019-07-11 14:54:46.000+0200;48;Grün
2019-07-11 14:55:19.000+0200;12;Gelb
2019-07-11 14:55:21.000+0200;3;Rot
2019-07-11 14:56:06.000+0200;15;Rot/Gelb
2019-07-11 14:56:07.000+0200;48;Grün
2019-07-11 14:56:56.000+0200;12;Gelb
2019-07-11 14:56:58.000+0200;3;Rot
2019-07-11 14:57:36.000+0200;15;Rot/Gelb
2019-07-11 14:57:37.000+0200;48;Grün
2019-07-11 14:58:26.000+0200;12;Gelb
2019-07-11 14:58:28.000+0200;3;Rot
2019-07-11 14:59:06.000+0200;15;Rot/Gelb
2019-07-11 14:59:07.000+0200;48;Grün
2019-07-11 14:59:48.000+0200;12;Gelb
2019-07-11 14:59:50.000+0200;3;Rot
2019-07-11 15:00:36.000+0200;15;Rot/Gelb
2019-07-11 15:00:37.000+0200;48;Grün
2019-07-11 15:01:26.000+0200;12;Gelb
2019-07-11 15:01:28.000+0200;3;Rot
2019-07-11 15:02:06.000+0200;15;Rot/Gelb
2019-07-11 15:02:07.000+0200;48;Grün
2019-07-11 15:02:56.000+0200;12;Gelb
2019-07-11 15:02:58.000+0200;3;Rot
2019-07-11 15:03:36.000+0200;15;Rot/Gelb
2019-07-11 15:03:37.000+0200;48;Grün
2019-07-11 15:04:26.000+0200;12;Gelb
2019-07-11 15:04:28.000+0200;3;Rot
2019-07-11 15:05:06.000+0200;15;Rot/Gelb
2019-07-11 15:05:07.000+0200;48;Grün
2019-07-11 15:05:56.000+0200;12;Gelb
2019-07-11 15:05:58.000+0200;3;Rot
2019-07-11 15:06:36.000+0200;15;Rot/Gelb
2019-07-11 15:06:37.000+0200;48;Grün
2019-07-11 15:07:24.000+0200;12;Gelb
2019-07-11 15:07:26.000+0200;3;Rot
2019-07-11 15:08:06.000+0200;15;Rot/Gelb
2019-07-11 15:08:07.000+0200;48;Grün
2019-07-11 15:08:56.000+0200;12;Gelb
2019-07-11 15:08:58.000+0200;3;Rot
2019-07-11 15:09:36.000+0200;15;Rot/Gelb
2019-07-11 15:09:37.000+0200;48;Grün
2019-07-11 15:10:26.000+0200;12;Gelb
2019-07-11 15:10:28.000+0200;3;Rot
2019-07-11 15:11:06.000+0200;15;Rot/Gelb
2019-07-11 15:11:07.000+0200;48;Grün
2019-07-11 15:11:55.000+0200;12;Gelb
2019-07-11 15:11:57.000+0200;3;Rot
2019-07-11 15:12:36.000+0200;15;Rot/Gelb
2019-07-11 15:12:37.000+0200;48;Grün
2019-07-11 15:13:26.000+0200;12;Gelb
2019-07-11 15:13:28.000+0200;3;Rot
2019-07-11 15:14:06.000+0200;15;Rot/Gelb
2019-07-11 15:14:07.000+0200;48;Grün
2019-07-11 15:14:56.000+0200;12;Gelb
2019-07-11 15:14:58.000+0200;3;Rot
2019-07-11 15:15:46.000+0200;15;Rot/Gelb
2019-07-11 15:15:47.000+0200;48;Grün
2019-07-11 15:16:18.000+0200;12;Gelb
2019-07-11 15:16:20.000+0200;3;Rot
2019-07-11 15:17:06.000+0200;15;Rot/Gelb
2019-07-11 15:17:07.000+0200;48;Grün
2019-07-11 15:17:56.000+0200;12;Gelb
2019-07-11 15:17:58.000+0200;3;Rot
2019-07-11 15:18:36.000+0200;15;Rot/Gelb
2019-07-11 15:18:37.000+0200;48;Grün
2019-07-11 15:19:26.000+0200;12;Gelb
2019-07-11 15:19:28.000+0200;3;Rot
2019-07-11 15:20:06.000+0200;15;Rot/Gelb
2019-07-11 15:20:07.000+0200;48;Grün
2019-07-11 15:20:56.000+0200;12;Gelb
2019-07-11 15:20:58.000+0200;3;Rot
2019-07-11 15:21:36.000+0200;15;Rot/Gelb
2019-07-11 15:21:37.000+0200;48;Grün
2019-07-11 15:22:26.000+0200;12;Gelb
2019-07-11 15:22:28.000+0200;3;Rot
2019-07-11 15:23:06.000+0200;15;Rot/Gelb
2019-07-11 15:23:07.000+0200;48;Grün
2019-07-11 15:23:56.000+0200;12;Gelb
2019-07-11 15:23:58.000+0200;3;Rot
2019-07-11 15:24:36.000+0200;15;Rot/Gelb
2019-07-11 15:24:37.000+0200;48;Grün
2019-07-11 15:25:26.000+0200;12;Gelb
2019-07-11 15:25:28.000+0200;3;Rot
2019-07-11 15:26:06.000+0200;15;Rot/Gelb
2019-07-11 15:26:07.000+0200;48;Grün
2019-07-11 15:26:49.000+0200;12;Gelb
2019-07-11 15:26:51.000+0200;3;Rot
2019-07-11 15:27:36.000+0200;15;Rot/Gelb
2019-07-11 15:27:37.000+0200;48;Grün
2019-07-11 15:28:26.000+0200;12;Gelb
2019-07-11 15:28:28.000+0200;3;Rot
2019-07-11 15:29:06.000+0200;15;Rot/Gelb
2019-07-11 15:29:07.000+0200;48;Grün
2019-07-11 15:29:56.000+0200;12;Gelb
2019-07-11 15:29:58.000+0200;3;Rot
2019-07-11 15:30:36.000+0200;15;Rot/Gelb
2019-07-11 15:30:37.000+0200;48;Grün
2019-07-11 15:31:26.000+0200;12;Gelb
2019-07-11 15:31:28.000+0200;3;Rot
2019-07-11 15:32:06.000+0200;15;Rot/Gelb
2019-07-11 15:32:07.000+0200;48;Grün
2019-07-11 15:32:56.000+0200;12;Gelb
2019-07-11 15:32:58.000+0200;3;Rot
2019-07-11 15:33:36.000+0200;15;Rot/Gelb
2019-07-11 15:33:37.000+0200;48;Grün
2019-07-11 15:34:26.000+0200;12;Gelb
2019-07-11 15:34:28.000+0200;3;Rot
